"Owner","Property Address","Control Map","Group","Parcel","Special Interest","Parcel ID","Subdivision","Lot","Class","Sale Date"
"CASTALIAN SPRINGS BETHPAGE WATER UTILITY","MARTHA LANE  0","133","","048.09","000","133    04809 000","PRUETT PLACE","","City","7/14/2021"
"CASTALIAN SPRINGS BETHPAGE WATER UTILITY","HIDDEN COVE ROAD  0","133","","048.10","000","133    04810 000","ALEXANDER ACRES","2","City","7/14/2021"
"CITY OF GALLATIN","DOROTHY JORDAN AVENUE  0","113O","L","021.00","000","113O L 02100 000","","","City","9/19/2025"
"CITY OF GALLATIN","JONES STREET  117","126F","H","011.00","000","126F H 01100 000","JONES ADDITION","15-17","City","7/17/2023"
"CITY OF GALLATIN","JONES STREET  119","126F","H","012.00","000","126F H 01200 000","JONES ADDITION","18-23","City","7/17/2023"
"CITY OF GALLATIN TENNESSEE","SCHELL STREET EAST  142","126F","E","005.00","000","126F E 00500 000","","","City","7/3/2023"
"CITY OF GALLATIN TENNESSEE","JONES STREET  107","126F","H","006.00","000","126F H 00600 000","","","City","8/20/2025"
"CITY OF GALLATIN TENNESSEE","JONES STREET  123","126F","H","013.00","000","126F H 01300 000","JONES  ADDITION","IST","City","1/10/2024"
"CITY OF GALLATIN TENNESSEE","JONES STREET  149","126F","H","022.00","000","126F H 02200 000","JONES ADD","IST","City","2/15/2023"
"CITY OF GALLATN TENNESSEE","JONES STREET  127","126F","H","015.00","000","126F H 01500 000","JONES ADDITION","IST","City","8/18/2023"
"CITY OF HENDERSONVILLE","EAST MAIN STREET  260","159J","A","021.19","000","159J A 02119 000","","","City","12/13/2023"
"CITY OF HENDERSONVILLE","SAVELY COURT  114","160L","D","005.00","000","160L D 00500 000","OAKVALE SEC. 3B","0113","City","1/25/2021"
"CITY OF HENDERSONVILLE","SAVELY COURT  112","160L","D","006.00","000","160L D 00600 000","OAKVALE S/D SEC. 3B","0114","City","2/11/2021"
"CITY OF HENDERSONVILLE","SAVELY COURT  108","160L","D","008.00","000","160L D 00800 000","OAKVALE SEC. 3B","0116","City","2/11/2021"
"CITY OF HENDERSONVILLE","SAVELY COURT  106","160L","D","009.00","000","160L D 00900 000","OAKVALE SEC. 3B","0117","City","2/10/2021"
"CITY OF HENDERSONVILLE ATTN LANCE WRAY","CENTER POINT ROAD  1455","144P","D","008.00","000","144P D 00800 000","WOODBRIDGE AT MANSKE","8","City","9/23/2024"
"CITY OF HENDERSONVILLE ATTN LANCE WRAY","CENTER POINT ROAD  1473","144P","D","009.00","000","144P D 00900 000","WOODBRIDGE AT MANSKE","9","City","9/23/2024"
"CITY OF MILLERSVILLE","LOUISVILLE HWY  1182","121P","C","009.00","000","121P C 00900 000","","","City","6/11/2021"
"CITY OF MILLERSVILLE","LOUISVILLE HWY  1178","121P","C","010.00","000","121P C 01000 000","","","City","11/17/2021"
"CITY OF PORTLAND","AIRPORT ROAD  0","033","","061.01","000","033    06101 000","","","City","6/30/2023"
"CITY OF PORTLAND","LEONA STREET  105","033H","E","019.01","000","033H E 01901 000","","","City","4/6/2021"
"CITY OF PORTLAND","CHURCH STREET  118","033H","G","029.00","000","033H G 02900 000","","","City","12/10/2021"
"CITY OF PORTLAND TENNESSEE","109N HWY  3212","039","","117.00","000","039    11700 000","","","City","5/11/2018"
"CITY OF PORTLAND TENNESSEE","109N HWY  3212","039","","117.00","002","039    11700 002","","","City","5/11/2018"
"CITY OF WHITE HOUSE, TENNESSEE ATTN: GERALD HERMAN","OAKDALE DRIVE  0","097E","F","021.01","000","097E F 02101 000","NORTHWOODS PHASE 1 S","513","City","6/3/2025"
"GALLATIN CITY & CEMC","NICHOLS LANE  255","135","","034.01","000","135    03401 000","","","City","7/26/2019"
"GALLATIN CITY OF","GIBBS LANE  0","105","","028.01","000","105    02801 000","TRIPLE CREEK PARK","","City","9/26/1997"
"GALLATIN CITY OF","31E HWY  0","105","","046.01","000","105    04601 000","","","City","1/11/1993"
"GALLATIN CITY OF","HARTSVILLE PIKE  0","111","","001.01","000","111    00101 000","GALLATIN INDUSTRIAL CENTER PH 4","10-11","City","2/10/2015"
"GALLATIN CITY OF","31E HWY  0","112","","004.01","000","112    00401 000","TRIPLE CREEK PARK","","City","9/26/1997"
"GALLATIN CITY OF","COMMERCE WAY  0","112","","103.00","000","112    10300 000","","","City","1/29/1992"
"GALLATIN CITY OF","AIRPORT ROAD  395","112","","105.00","000","112    10500 000","ENGLAND PROP","","City","1/14/2015"
"GALLATIN CITY OF","COMMERCE WAY  0","112","","110.00","000","112    11000 000","GALLATIN INDUSTRIAL","3","City","1/29/1992"
"GALLATIN CITY OF","TULIP CIRCLE  0","112P","A","027.00","000","112P A 02700 000","","","City","2/7/1980"
"GALLATIN CITY OF","25E HWY  0","112P","D","038.01","000","112P D 03801 000","","","City","8/13/1980"
"GALLATIN CITY OF","ALBERT GALLATIN AVE  1465","113","","002.09","000","113    00209 000","NEXUS PH1","1","City","12/28/2023"
"GALLATIN CITY OF","DOBBINS PIKE  0","113","","022.01","000","113    02201 000","TRIPLE CREEK PARK","","City","9/26/1997"
"GALLATIN CITY OF","HIX LANE  0","113","","024.00","000","113    02400 000","TRIPLE CREEK PARK","","City","11/11/1997"
"GALLATIN CITY OF","ALBERT GALLATIN AVENUE E 210","113","","025.09","000","113    02509 000","","","City","9/7/1989"
"GALLATIN CITY OF","ALBERT GALLATIN AVENUE E 0","113","","025.10","000","113    02510 000","","","City","9/7/1989"
"GALLATIN CITY OF","31E HWY  0","113","","026.11","000","113    02611 000","","","City","3/26/2010"
"GALLATIN CITY OF","WATER AVENUE NORTH  875","113F","A","006.00","000","113F A 00600 000","","","City","7/29/1992"
"GALLATIN CITY OF","MUNICIPAL PARK DRIVE  110","113F","A","007.00","000","113F A 00700 000","","","City","8/19/1992"
"GALLATIN CITY OF","HATTEN TRACK ROAD  518","113G","A","003.03","000","113G A 00303 000","HATTEN TRACK HEIGHTS","5-5","City","12/16/2014"
"GALLATIN CITY OF","GAYLE AVENUE  0","113L","E","001.00","000","113L E 00100 000","TWIN OAKS EST.","IST","City","5/12/2010"
"GALLATIN CITY OF","31E HWY  0","113L","E","033.01","000","113L E 03301 000","","","City","2/8/2010"
"GALLATIN CITY OF","WESTLAND AVENUE  0","113M","A","009.00","000","113M A 00900 000","WESTLAND HEIGHTS ADDITION","LIST","City","7/28/2011"
"GALLATIN CITY OF","WESTLAND AVENUE  0","113M","A","009.01","000","113M A 00901 000","","","City","12/31/2004"
"GALLATIN CITY OF","BROADWAY EAST  447","113M","A","017.00","000","113M A 01700 000","31E COMMERCIAL TRACT","2","City","10/26/2011"
"GALLATIN CITY OF","BROADWAY EAST  0","113M","A","026.01","000","113M A 02601 000","","","City","12/31/2004"
"GALLATIN CITY OF","MAIN STREET EAST  551","113M","E","012.00","000","113M E 01200 000","SUMNER REGIONAL HEAL","2","City","7/18/2019"
"GALLATIN CITY OF","EASTLAND STREET EAST  0","113N","C","001.00","000","113N C 00100 000","","","City","12/6/1988"
"GALLATIN CITY OF","COLLEGE STREET  317","113N","C","007.00","000","113N C 00700 000","GRAY S/D","IST","City","9/4/2013"
"GALLATIN CITY OF","CHAMBERS STREET  0","113O","H","033.00","000","113O H 03300 000","","","City","6/25/2009"
"GALLATIN CITY OF","BUCKINGHAM BOULEVARD  0","114N","A","060.00","000","114N A 06000 000","CAMBRIDGE FARMS PH 1","","City","7/9/1996"
"GALLATIN CITY OF","LONG HOLLOW PIKE  0","124","","033.03","000","124    03303 000","","","City","3/8/2005"
"GALLATIN CITY OF","BIG STATION CAMP BLVD  0","124","","046.04","000","124    04604 000","","","City","12/2/2008"
"GALLATIN CITY OF","BIG STATION CAMP BLVD  315","124","","046.09","000","124    04609 000","","","City","12/2/2008"
"GALLATIN CITY OF","TISDALE LANE  0","124","","046.10","000","124    04610 000","","","City","8/25/2009"
"GALLATIN CITY OF","LONG HOLLOW PIKE  0","125","","014.00","000","125    01400 000","","","City","1/16/1996"
"GALLATIN CITY OF","NASHVILLE PIKE  1214","125M","A","001.03","000","125M A 00103 000","VINTAGE BAKERS CROSSING","3","City","11/21/2024"
"GALLATIN CITY OF","COLES FERRY ROAD  416","126","","007.00","000","126    00700 000","","","City","7/26/2019"
"GALLATIN CITY OF","TROUSDALE AVENUE  0","126A","C","034.00","000","126A C 03400 000","MEADOWBROOK 1","IST","City","10/28/2005"
"GALLATIN CITY OF","RUCKER STREET  0","126B","E","033.00","000","126B E 03300 000","","","City","7/19/2000"
"GALLATIN CITY OF","LONG HOLLOW PIKE  641","126B","G","015.00","000","126B G 01500 000","","","City","12/1/1973"
"GALLATIN CITY OF","FRANKLIN STREET WEST  130","126C","B","012.00","000","126C B 01200 000","TOWN CREEK RE DEV.","IST","City","8/7/1964"
"GALLATIN CITY OF","MAIN STREET WEST  0","126C","G","014.00","000","126C G 01400 000","CITY OF GALLATIN CIT","1","City","7/9/1974"
"GALLATIN CITY OF","CEMETERY AVENUE  0","126C","N","021.00","000","126C N 02100 000","","","City","2/26/1974"
"GALLATIN CITY OF","SMITH STREET  0","126C","N","024.00","000","126C N 02400 000","","","City","3/15/1934"
"GALLATIN CITY OF","STEAM PLANT ROAD  500","126E","A","001.00","000","126E A 00100 000","","","City","12/13/2012"
"GALLATIN CITY OF","WESTLAND AVENUE SOUTH  0","126E","A","002.00","000","126E A 00200 000","","","City","5/8/1985"
"GALLATIN CITY OF","WESTLAND AVENUE SOUTH  0","126E","A","003.00","000","126E A 00300 000","","","City",""
"GALLATIN CITY OF","WATER AVENUE SOUTH  411","126F","C","001.00","000","126F C 00100 000","","","City","12/4/1945"
"GALLATIN CITY OF","MORRISON STREET  0","126F","D","007.00","000","126F D 00700 000","","","City","8/19/1992"
"GALLATIN CITY OF","WINCHESTER STREET  349","126F","D","010.00","000","126F D 01000 000","","","City","6/30/2014"
"GALLATIN CITY OF","MORRISON STREET  0","126F","E","010.00","000","126F E 01000 000","","","City","8/19/1992"
"GALLATIN CITY OF","JONES STREET  135","126F","H","017.00","000","126F H 01700 000","GALLATIN ELECTRIC DEPT.","1","City","4/21/1966"
"GALLATIN CITY OF","JONES STREET  141","126F","H","018.00","000","126F H 01800 000","JONES ADD.","IST","City","5/25/2016"
"GALLATIN CITY OF","JONES STREET  143","126F","H","019.00","000","126F H 01900 000","JONES ADD.","IST","City","6/23/2017"
"GALLATIN CITY OF","JONES STREET  145","126F","H","020.00","000","126F H 02000 000","JONES ADD.","62-64","City","2/7/2018"
"GALLATIN CITY OF","JONES STREET  147","126F","H","021.00","000","126F H 02100 000","JONES ADD.","IST","City","4/13/2018"
"GALLATIN CITY OF","MAPLE STREET  0","126G","B","029.01","000","126G B 02901 000","CRESCENT NORTH","1","City","9/19/2019"
"GALLATIN CITY OF","HANCOCK STREET  229","126J","A","016.00","000","126J A 01600 000","COLEY & GREGORY PROP","1-1","City","7/18/1996"
"GALLATIN CITY OF","HANCOCK STREET  249","126J","A","016.01","000","126J A 01601 000","COLEY & GREGORY PROP","2-2","City","7/18/1996"
"GALLATIN CITY OF","HITE STREET WEST  0","126K","F","002.00","000","126K F 00200 000","MORNINGSIDE HEIGHTS","0004","City","10/14/1954"
"GALLATIN CITY OF","WATER AVENUE SOUTH  818","126K","G","028.00","000","126K G 02800 000","LONGVIEW ESTATES A","14","City","10/22/2002"
"GALLATIN CITY OF","WATER AVENUE SOUTH  810","126K","G","029.00","000","126K G 02900 000","","","City","9/23/1993"
"GALLATIN CITY OF","AIRPORT ROAD","126M","G","027.01","000","126M G 02701 000","","","City","12/14/2010"
"GALLATIN CITY OF","STEPHANIE STREET  0","126N","K","008.00","000","126N K 00800 000","","","City",""
"GALLATIN CITY OF","STEPHANIE STREET  0","126O","C","013.01","000","126O C 01301 000","HALEWOOD EST SEC 5 R","42A","City","10/2/2006"
"GALLATIN CITY OF","STEAM PLANT ROAD  0","127","","064.02","000","127    06402 000","GALLATIN ELECTRIC-SU","4","City","2/18/2016"
"GALLATIN CITY OF","COLES FERRY ROAD  0","134","","104.00","000","134    10400 000","LANGLEY EST","S","City","5/25/2021"
"GALLATIN CITY OF","LOCK 4 ROAD  0","135","","002.02","000","135    00202 000","","","City","2/21/1985"
"GALLATIN CITY OF","NICHOLS CIRCLE EAST  0","135","","056.02","000","135    05602 000","","","City","8/18/2009"
"GALLATIN CITY OF","PENINSULA DRIVE  0","135A","A","027.00","000","135A A 02700 000","BEL AIR S/D SEC 10","0005","City","4/29/2013"
"GALLATIN CITY OF","LANGWOOD DRIVE  1105","135D","B","033.00","000","135D B 03300 000","HIGHLAND PARK S/D NO","01-2","City","8/26/2010"
"GALLATIN CITY OF","NICHOLS LANE  346","135G","B","012.00","000","135G B 01200 000","CLEAR LAKE MEADOWS SEC 7 PH 1","103","City","10/28/2014"
"GALLATIN CITY OF","LOCK 4 ROAD  0","135H","A","001.00","000","135H A 00100 000","","","City",""
"GALLATIN CITY OF","COLLEGE PARK DRIVE  105","136","","004.07","000","136    00407 000","","1","City","5/21/2014"
"GALLATIN CITY OF","BLUE JAY WAY NORTH  0","136","","010.00","000","136    01000 000","","","City","12/7/2006"
"GALLATIN CITY OF","THORNE BOULEVARD  116","136","","022.01","000","136    02201 000","","2","City","2/12/2019"
"GALLATIN CITY OF","GRASSLAND PLACE  0","136F","A","005.00","000","136F A 00500 000","NASHVILLE PIKE BUSINESS PARK","14","City","10/4/2021"
"GALLATIN CITY OF","PEACH VALLEY ROAD  0","148","","083.04","000","148    08304 000","","","City","3/12/2024"
"GALLATIN CITY OF","PEACH VALLEY ROAD  0","148","","084.01","000","148    08401 000","","","City","10/2/1987"
"GALLATIN CITY OF","LOCK 4 ROAD  1501","148","","112.00","000","148    11200 000","","","City","5/27/2008"
"GALLATIN CITY OF  TENNESSEE","31E HWY  0","113","","026.06","000","113    02606 000","DRAPER FARM","PO14","City","1/16/2025"
"GALLATIN CITY OF  TENNESSEE","31E HWY  0","113","","026.07","000","113    02607 000","DRAPER FARM","PO A","City","1/16/2025"
"GALLATIN CITY OF -- WATER PLANT","109N HWY SOUTH  0","148","","081.00","000","148    08100 000","","","City","3/29/2011"
"GALLATIN CITY OF ATTN: JOE THOMPSON","SMITH STREET  0","126C","J","019.00","000","126C J 01900 000","","","City","1/23/2008"
"GALLATIN CITY OF ATTN: JOE THOMPSON","SMITH STREET WEST  0","126C","J","020.00","000","126C J 02000 000","CORDELL HULL OFFICE","4","City","1/23/2008"
"GALLATIN CITY OF CREDIT UNION","WESTLAND AVENUE SOUTH  0","126F","J","032.00","000","126F J 03200 000","","","City","10/7/1971"
"GALLATIN CITY OF DEPT OF ELECTRICITY","31E HWY OFF  0","136","","016.02","000","136    01602 000","","","City","1/11/1999"
"GALLATIN CITY OF GAP ACCESS ROAD","NASHVILLE PIKE  0","136","","006.00","000","136    00600 000","","","City","10/24/1995"
"GALLATIN CITY OF IDB DANA A FRAZIER C/O","GATEWAY DRIVE  1399","112","","012.02","000","112    01202 000","","4","City","12/13/2017"
"GALLATIN CITY OF SPRINT SPECTRUM LP C/O","MUNICIPAL PARK DRIVE  150","113F","A","007.00","001","113F A 00700 001","","","City","8/19/1992"
"GALLATIN CITY OF TENNESSE","RED RIVER ROAD  860","113P","A","013.02","000","113P A 01302 000","T W MILLIKEN LAND RE","1","City","9/4/2003"
"GALLATIN CITY OF TENNESSEE","GATEWAY DRIVE  1389","112","","012.01","000","112    01201 000","","3","City","3/20/2026"
"GALLATIN CITY OF TENNESSEE","GATEWAY DR  1412","112","","012.07","000","112    01207 000","","","City","8/7/2014"
"GALLATIN CITY OF TENNESSEE","COMMERCE WAY  192","112","","016.00","000","112    01600 000","GALLATIN INDUS CTR-G","6","City","12/31/2008"
"GALLATIN CITY OF TN","SUGAR TREE LANE  0","124","","046.05","000","124    04605 000","","","City","7/17/2019"
"GALLATIN CITY OF TN","SUGAR TREE LANE  0","124","","046.06","000","124    04606 000","","","City","7/17/2019"
"GALLATIN CITY OF TN","MAPLE STREET  350","126G","B","029.02","000","126G B 02902 000","CRESENT NORTH SUB","2","City","6/25/2020"
"GALLATIN CITY OF TN","SHAWN DRIVE  0","135D","G","022.01","000","135D G 02201 000","CROSSINGS SEC 1 RES 1-47","DET AREA","City","2/10/2014"
"GALLATIN HOUSING AUTH","WESTLAND ROAD  0","126F","D","008.00","000","126F D 00800 000","","","City",""
"GALLATIN HOUSING AUTH","WESTLAND ROAD  0","126F","D","009.00","000","126F D 00900 000","","","City",""
"GALLATIN HOUSING AUTH INC.","BOYERS ST N / HULL CIRCLE  0","113K","J","023.00","000","113K J 02300 000","","","City","11/28/1980"
"GALLATIN HOUSING AUTHORITY","LACKEY CIRCLE  0","113J","E","017.01","000","113J E 01701 000","","","City","6/26/1980"
"GALLATIN HOUSING AUTHORITY","PACE STREET  0","113J","E","018.00","000","113J E 01800 000","CLEARVIEW HTS. NO. 3","IST","City","3/31/1983"
"GALLATIN HOUSING AUTHORITY","PACE STREET  0","113J","E","019.00","000","113J E 01900 000","CLEARVIEW HTS. NO. 3","IST","City","3/31/1983"
"GALLATIN HOUSING AUTHORITY","BLYTHE AVENUE  0","113J","G","038.00","000","113J G 03800 000","","","City",""
"GALLATIN HOUSING AUTHORITY","UNION PARK  0","113O","E","042.00","000","113O E 04200 000","FORD ADDITION #5","14-15","City","3/31/1983"
"GALLATIN HOUSING AUTHORITY","UNION PARK  0","113O","F","021.00","000","113O F 02100 000","FORD ADDITION #5","55-57","City","3/31/1983"
"GALLATIN HOUSING AUTHORITY","BLAKEMORE AVENUE NORTH","113O","L","013.00","000","113O L 01300 000","","","City",""
"GALLATIN HOUSING AUTHORITY","PARDUE AVENUE SOUTH  411","126D","B","011.00","000","126D B 01100 000","","","City",""
"GALLATIN HOUSING AUTHORITY","WESTLAND AVENUE SOUTH  0","126E","A","004.00","000","126E A 00400 000","","","City","10/31/1962"
"GALLATIN HOUSING AUTHORITY","SANTA MONICA BLVD  249","104N","C","022.00","000","104N C 02200 000","HOLLYWOOD HILLS","0131","City","4/28/1994"
"GALLATIN HOUSING AUTHORITY","SANTA MONICA BLVD  253","104N","C","023.00","000","104N C 02300 000","HOLLYWOOD HILLS","0132","City","4/28/1994"
"GALLATIN HOUSING AUTHORITY","SANTA MONICA BLVD  257","104N","C","024.00","000","104N C 02400 000","HOLLYWOOD HILLS","0133","City","4/28/1994"
"GALLATIN HOUSING AUTHORITY","HOLLYWOOD BOULEVARD  278","104N","C","035.00","000","104N C 03500 000","HOLLYWOOD HILLS","0083","City","10/20/1994"
"GALLATIN HOUSING AUTHORITY","VINE STREET  114","104N","D","014.00","000","104N D 01400 000","HOLLYWOOD HILLS 1 SU","0170","City","4/28/1994"
"GALLATIN HOUSING AUTHORITY","HOLLYWOOD BOULEVARD  313","104N","D","041.00","000","104N D 04100 000","HOLLYWOOD HILLS","0142","City","10/20/1994"
"GALLATIN HOUSING AUTHORITY","TRIMBLE AVENUE  0","113K","B","020.01","000","113K B 02001 000","TRIMBLE PLACE","1","City","6/21/1994"
"GALLATIN HOUSING AUTHORITY","BLYTHE AVENUE NORTH  0","113O","J","001.00","000","113O J 00100 000","","","City",""
"GALLATIN HOUSING AUTHORITY","BLAKEMORE AVENUE NORTH  0","113O","J","010.00","000","113O J 01000 000","VERTRESS TERRACE","03-4","City","1/18/1996"
"GALLATIN HOUSING AUTHORITY","BLAKEMORE AVENUE NORTH  0","113O","J","011.00","000","113O J 01100 000","VERTRESS TERRACE","01-2","City","1/18/1996"
"GALLATIN HOUSING AUTHORITY","MELVIN VAUGHN COURT PVT  120","126B","B","001.00","000","126B B 00100 000","","","City","5/24/1994"
"GALLATIN HOUSING AUTHORITY","COLES FERRY ROAD  146","126L","C","025.00","000","126L C 02500 000","","","City","4/8/2016"
"GALLATIN HOUSING AUTHORITY","BALES STREET  0","126M","D","032.00","000","126M D 03200 000","","","City","4/28/1994"
"GOODLETTSVILLE CITY OF","WYNRIDGE WAY SOUTH  0","140N","A","044.01","000","140N A 04401 000","WYNRIDGE PH 3","84","City","10/30/2003"
"GOODLETTSVILLE CITY OF","LONG HOLLOW PIKE  770","143","","015.00","000","143    01500 000","","","City","2/15/2012"
"GOODLETTSVILLE CITY OF","CRENCOR DRIVE  0","143B","D","021.00","000","143B D 02100 000","CRENCOR MANOR","3","City","9/29/1997"
"GOODLETTSVILLE CITY OF","WYNLANDS CIRCLE  0","143B","E","036.00","000","143B E 03600 000","WYNLANDS PH 3","59","City","4/12/2002"
"GOODLETTSVILLE CITY OF","MASON LANE  302","143I","A","001.00","000","143I A 00100 000","BARNETT ROLLING ACRES","21","City","4/20/2012"
"GOODLETTSVILLE CITY OF","MASON LANE  301","143I","B","016.00","000","143I B 01600 000","BARNETT ROLLING ACRES","20","City","2/14/2012"
"GOODLETTSVILLE CITY OF","MASON LANE  0","143I","B","016.01","000","143I B 01601 000","BARNETT ROLLING ACRES","PO19","City","2/14/2012"
"GOODLETTSVILLE CITY OF","JACKSON ROAD  0","143J","F","009.04","000","143J F 00904 000","","","City","12/27/2007"
"GOODLETTSVILLE CITY OF","CENTER POINT ROAD  0","144P","D","003.02","000","144P D 00302 000","WOODBRIDGE AT MANSKE","","City",""
"GOODLETTSVILLE CITY OF","CALDWELL DRIVE  0","161","","002.01","000","161    00201 000","","","City","3/8/1977"
"GOODLETTSVILLE CITY OF","CALDWELL DRIVE  0","161","","004.03","000","161    00403 000","","","City","9/3/1987"
"GOODLETTSVILLE CITY OF TENNESSEE","CRENCOR DRIVE  0","143B","B","008.00","000","143B B 00800 000","MANSKER CREEK ESTATES SEC 3","130A","City","5/19/2003"
"GOODLETTSVILLE CITY OF TENNESSEE","CRENCOR DRIVE  0","143B","B","008.01","000","143B B 00801 000","MANSKER CREEK ESTATES SEC 3","130B","City","5/19/2003"
"GUILD JOAN(DECEASED) %GALLATIN CITY OF","WATER AVENUE SOUTH  810","126K","G","029.00","001","126K G 02900 001","","","City","9/23/1993"
"HENDERSONVILLE CITY OF","SAUNDERSVILLE ROAD  1501","137","","051.00","000","137    05100 000","","","City","4/29/1988"
"HENDERSONVILLE CITY OF","SAUNDERSVILLE ROAD  1501","137","","051.00","001","137    05100 001","","","City","4/29/1988"
"HENDERSONVILLE CITY OF","DRAKES CREEK ROAD  0","145","","032.08","000","145    03208 000","","","City","4/29/2017"
"HENDERSONVILLE CITY OF","CALLENDER LANE  0","145","","054.02","000","145    05402 000","","","City","7/28/1993"
"HENDERSONVILLE CITY OF","RAINDROP LANE  0","145","","054.04","000","145    05404 000","","","City","12/21/1999"
"HENDERSONVILLE CITY OF","WESSINGTON PLACE  206","145O","C","020.00","000","145O C 02000 000","COLONIAL ACRES SEC.","","City","11/1/1999"
"HENDERSONVILLE CITY OF","WINSTON HILLS PKWY  1003","146P","A","031.00","000","146P A 03100 000","WINSTON HILLS PH 6","2","City","2/23/2011"
"HENDERSONVILLE CITY OF","SOUTHBURN DRIVE OFF  0","159B","A","008.01","000","159B A 00801 000","","","City","7/15/2005"
"HENDERSONVILLE CITY OF","INDIAN LAKE BLVD  0","159B","C","006.01","000","159B C 00601 000","","","City","9/1/2017"
"HENDERSONVILLE CITY OF","SOUTHBURN DRIVE OFF  0","159B","C","007.00","000","159B C 00700 000","","","City","9/24/1985"
"HENDERSONVILLE CITY OF","31E HWY  0","159E","B","027.01","000","159E B 02701 000","","","City","4/29/1983"
"HENDERSONVILLE CITY OF","SPRINGHOUSE COURT  111","159G","A","004.00","000","159G A 00400 000","SHOLODGE SEC 2","OS","City","9/7/2017"
"HENDERSONVILLE CITY OF","HUNTERS TRAIL  0","159I","D","012.01","000","159I D 01201 000","NOKES HEIGHTS ADD RE","2","City","12/21/2001"
"HENDERSONVILLE CITY OF","HUNTERS TRAIL  0","159I","D","013.00","000","159I D 01300 000","","","City","10/9/1980"
"HENDERSONVILLE CITY OF","BONITA PARK WAY  0","159K","C","004.01","000","159K C 00401 000","MAPLES SEC 7","","City","3/21/1985"
"HENDERSONVILLE CITY OF","FREE HILL ROAD  0","160","","033.03","000","160    03303 000","","","City","7/24/1973"
"HENDERSONVILLE CITY OF","FREE HILL ROAD  0","160","","034.00","000","160    03400 000","","","City","2/5/2016"
"HENDERSONVILLE CITY OF","MONTHAVEN BOULEVARD  0","160I","A","001.00","000","160I A 00100 000","MONTHAVEN PLACE","E","City","9/17/1998"
"HENDERSONVILLE CITY OF","SAVELY COURT  104","160L","D","010.00","000","160L D 01000 000","OAKVALE SEC. 3B","0118","City","6/11/2021"
"HENDERSONVILLE CITY OF","LINDEN DRIVE  107","161","","048.00","000","161    04800 000","HIGH CHAPARRAL SEC 1","0008","City","3/26/2012"
"HENDERSONVILLE CITY OF","LINDEN DRIVE  103","161","","050.00","000","161    05000 000","HIGH CHAPARRAL SEC 1","6","City","10/31/2011"
"HENDERSONVILLE CITY OF","LINDEN DRIVE  101","161","","051.00","000","161    05100 000","HIGH CHAPARRAL SEC 1","5","City","10/31/2011"
"HENDERSONVILLE CITY OF","CALDWELL DRIVE  111","161","","055.00","000","161    05500 000","HIGH CHAPARRAL SEC 1","0011","City","3/26/2012"
"HENDERSONVILLE CITY OF","EXECUTIVE PARK DRIVE  0","163C","F","002.04","000","163C F 00204 000","IMPERIAL SQUARE SEC 14","","City","10/21/1983"
"HENDERSONVILLE CITY OF","IMPERIAL BOULEVARD  0","163C","F","002.06","000","163C F 00206 000","","","City","12/4/1985"
"HENDERSONVILLE CITY OF","EXECUTIVE PARK DRIVE  1","163C","F","005.00","000","163C F 00500 000","IMPERIAL SQUARE SEC 3","2","City","1/21/1980"
"HENDERSONVILLE CITY OF","SANDERS FERRY ROAD  0","163D","E","001.00","000","163D E 00100 000","","","City","8/11/1972"
"HENDERSONVILLE CITY OF","CROWN COURT  0","163D","E","076.00","000","163D E 07600 000","VILLAGES OF WALTON SQUARE PH 3","OS","City","6/15/2010"
"HENDERSONVILLE CITY OF","SHIVEL DRIVE  212","163D","G","006.00","000","163D G 00600 000","SHIVEL ADDN TO HENDERSONVILLE","LIST","City","7/1/1997"
"HENDERSONVILLE CITY OF","STADIUM DRIVE  0","163D","G","013.00","000","163D G 01300 000","","","City","7/8/1998"
"HENDERSONVILLE CITY OF","SCARSDALE DRIVE SOUTH  0","164J","F","001.00","000","164J F 00100 000","C W SHACKLEFORD","LIST","City","5/30/2018"
"HENDERSONVILLE CITY OF","INDIAN LAKE ROAD  513","169F","D","071.00","000","169F D 07100 000","INDIAN LAKE FIRE STA","1","City","6/29/2006"
"HENDERSONVILLE CITY OF","INDIAN LAKE ROAD  513","169F","D","071.00","001","169F D 07100 001","INDIAN LAKE FIRE STA","1","City","6/29/2006"
"HENDERSONVILLE CITY OF","LUNA LANE  0","170D","A","002.00","000","170D A 00200 000","LAKE CUMBERLAND ACRE","","City","5/3/1972"
"HENDERSONVILLE CITY OF KAY FRANKLIN C/O","IMPERIAL BLVD  0","163C","F","002.02","000","163C F 00202 000","IMPERIAL SQUARE SEC 11","A","City","1/12/2016"
"HENDERSONVILLE CITY OF SBA TOWERS INC C/O","BOONE HOLMAN DRIVE  0","160","","033.14","000","160    03314 000","","","City","1/16/1996"
"HENDERSONVILLE CITY OF SUMNER COUNTY TENNESSEE","SAUNDERSVILLE ROAD  140","145","","082.00","000","145    08200 000","INDIAN LAKE VILLAGE","19","City","11/26/2016"
"HENDERSONVILLE CITY OF TENNESSEE","AVANT LANE  1685","138","","035.00","000","138    03500 000","","","City","9/6/2018"
"HENDERSONVILLE CITY OF TENNESSEE","FOREST RETREAT ROAD  1166","144","","109.03","000","144    10903 000","HURT COMMERCIAL CENTER RESUB","1","City","8/30/2001"
"HENDERSONVILLE CITY OF TENNESSEE","MAPLE DRIVE NORTH  101","159J","A","021.08","000","159J A 02108 000","SHOLODGE","5","City","5/26/2005"
